Enlace	Remoto	Descripcion	Proveedor	ID	AnchoBanda	Costo
1463	750	CENTRO COMERCIAL MAJADAS	TELERED	8900819	512	174.00
1462	740	MUNICIPALIDAD DE CHIMALTENANGO	TELERED	8900821	512	239.00
1467	496	CENTRAL DE MAYOREO ALMOLONGA	TELERED	8900822	512	239.00
1474	755	UNISUPER LA BRIGADA	TELERED	8900824	512	174.00
1461	752	UNISUPER NIMAJUYU	TELERED	8900826	512	174.00
1475	756	UNISUPER LO DE FUENTES	TELERED	8900827	512	174.00
1470	757	CENTRO COMERCIAL PLAZA METROFERIA	TELERED	8900828	512	174.00
1483	730	GRAMEEN SAN PABLO	TELERED	8900830	512	230.00
1576	783	REGISTRO GENERAL DE LA PROPIEDAD	TELERED	8900831	1024	140.00
1486	767	MINISTERIO DE SALUD PUBLICA ZONA 9	TELERED	8900832	512	174.00
1487	390	PALESTINA DE LOS ALTOS	TELERED	8900833	512	239.00
1488	2659	J.I. COHEN	TELERED	8900834	512	174.00
1490	768	COMISARIA 16 CALZADA SAN JUAN	TELERED	8900835	512	174.00
1473	738	6A. AVENIDA ZONA 4	TELERED	8900839	512	174.00
1496	456	ORGANISMO JUDICIAL MIXCO	TELERED	8900840	512	174.00
1482	58	CUILCO	TELERED	8900841	256	230.00
1521	781	MINI MUNI CENTRO COMERCIAL SAN FRANCISCO	TELERED	8900842	512	174.00
1525	476	AUTOBANCO ALDEA MARISCOS	TELERED	8900849	512	400.00
1526	601	AUTOBANCO ENTRE RIOS	TELERED	8900850	512	400.00
1504	773	CENTRO COMERCIAL MAYA MALL	TELERED	8900852	512	239.00
1506	774	EL JICARO	TELERED	8900853	512	230.00
1503	707	AUTOBANCO MEGAFERRO	TELERED	8900855	512	239.00
1510	776	JOCOTENANGO	TELERED	8900858	512	239.00
1507	766	CONTRALORIA GENERAL DE CUENTAS ZONA 13	TELERED	8900859	512	174.00
1508	775	MUNICIPALIDAD DE PASTORES	TELERED	8900861	512	239.00
1544	783	REGISTRO GENERAL DE LA PROPIEDAD	TELERED	8900867	512	174.00
1480	56	SAN ANTONIO HUISTA	TELERED	8900868	512	239.00
1484	762	MEGAPACA XELA	TELERED	8900869	512	305.00
1522	780	LOS ESCUDOS CHIMALTENANGO	TELERED	8900870	512	455.00
1558	545	PRADERA CHIQUIMULA	TELERED	8900871	2048	730.00
1560	786	CEALSA	TELERED	8900872	512	165.00
1505	772	WAY MORALES IZABAL	TELERED	8900882	512	455.00
1546	769	CIUDAD QUETZAL	TELERED	8900892	512	370.00
1561	348	MERCADO BARILLAS	TELERED	8900893	512	239.00
1513	754	CALLE MARTI 12 AVENIDA	TELERED	8900894	512	174.00
1547	785	CENTRO COMERCIAL LAS FLORES AMATITLAN	TELERED	8900895	512	174.00
1568	792	COMERCIAL PLAZA LA LIBERTAD PETEN	TELERED	8900896	512	239.00
1569	2726	METROTECH AGUILAR BATRES	TELERED	8900900	512	174.00
1567	788	SAN JOSE DE LA COMUNIDAD	TELERED	8900901	512	174.00
1565	790	MERCADO CHISEC	TELERED	8900904	512	239.00
1589	799	MUNICIPALIDAD DE QUETZALTENANGO	TELERED	8900906	512	239.00
1579	795	LICEO ROCA DE AYUDA	TELERED	8900907	512	174.00
1586	787	CENTRO COMERCIAL SAN FRANCISCO	TELERED	8900908	512	239.00
1584	265	SAN FELIPE RETALHULEU	TELERED	8900909	512	239.00
1587	46	SANTO TOMAS CHICHE	TELERED	8900910	512	239.00
1578	432	MAZATENANGO 7A CALLE ZONA 2	TELERED	8900914	512	239.00
1592	797	MINI MUNI TACTIC	TELERED	8900921	512	180.00
1604	814	RENAP KOREA CENTER	TELERED	8901140	512	171.00
