en_proveedor	en_remoto	en_estado	en_nagios	rm_descripcion	rm_region	en_codigo_proveedor	en_fecha_activacion	sl_uptime	sl_downtime	sl_unreachable	sl_undetermined	en_costo_mensual
TIGO	377	7	age377	SALA DE CONTEO	19	12648	2007-03-14 00:00:00	50.384	49.616	0	0	190.40
CLARO	378	7	age378	AUTOBANCO JALAPA	5	8900507	2007-05-29 00:00:00	100	0	0	0	133.00
CLARO	379	7	age379	SANTA MARIA VISITACION	17	8901190	2012-02-24 00:00:00	99.456	0.544	0	0	133.00
CLARO	381	7	age381	AUTOBANCO PUERTO BARRIOS	8	8900516	2008-02-02 00:00:00	99.607	0.393	0	0	133.00
CLARO	382	7	age382	SAYAXCHE PARQUE CENTRAL	42	8900512	2007-08-16 00:00:00	99.946	0.054	0	0	133.00
TIGO	382	7	age382	SAYAXCHE PARQUE CENTRAL	42	87267	NULL	99.946	0.054	0	0	190.40
CLARO	383	7	age383	LAS ESCOBAS	2	8902285	2015-05-21 00:00:00	97.65	2.35	0	0	133.00
COLUMBUS	384	7	age384	CENTRO COMERCIAL MONTUFAR	28	5001300	2013-01-23 00:00:00	100	0	0	0	308.00
TIGO	385	7	age385	10 CALLE ZONA 01	23	13335	2007-09-03 00:00:00	99.701	0.299	0	0	190.40
CLARO	386	7	age386	AUTOBANCO SAN LUCAS SACATEPEQUEZ	35	8900518	2007-08-16 00:00:00	73.516	26.484	0	0	133.00
CLARO	389	7	age389	SAN RAFAEL PIE DE LA CUESTA	15	8900616	2008-09-10 00:00:00	98.686	1.314	0	0	133.00
CLARO	390	7	age390	PALESTINA DE LOS ALTOS	15	8900833	2011-02-24 00:00:00	99.428	0.572	0	0	133.00
CLARO	391	7	age391	MERCADO GUASTATOYA	41	8900572	2007-11-27 00:00:00	99.804	0.196	0	0	133.00
TIGO	392	7	age392	WAY VILLA NUEVA	22	13157	2003-03-27 00:00:00	99.6	0.4	0	0	190.40
TIGO	393	7	age393	WAY AMATITLAN	22	13154	2007-05-29 00:00:00	99.9	0.1	0	0	190.40
CLARO	395	7	age395	SANTA CATARINA IXTAHUACAN	17	8901213	2012-09-18 00:00:00	98.789	1.211	0	0	133.00
CLARO	396	7	age396	CERINAL	32	8900679	2009-07-30 00:00:00	99.9	0.1	0	0	133.00
CLARO	397	7	age397	ZARAGOZA CHIMALTENANGO	2	8900718	2009-12-23 00:00:00	90.746	9.254	0	0	133.00
CLARO	398	7	age398	CONCEPCION TUTUAPA	15	8900612	2008-10-27 00:00:00	97.313	2.687	0	0	133.00
CLARO	400	7	age400	SAN JUAN CHAMELCO	10	8900617	2008-12-05 00:00:00	98.225	1.775	0	0	133.00
CLARO	401	7	age401	FRAIJANES	24	8902051	2013-12-23 00:00:00	97.432	2.568	0	0	133.00
CLARO	402	7	age402	VISTA HERMOSA 2	24	8900787	2010-05-22 00:00:00	99.297	0.703	0	0	133.00
TIGO	403	7	age403	BOSQUES DE SAN NICOLAS	20	30809	2009-10-07 00:00:00	100	0	0	0	190.40
COLUMBUS	4030001	7	age403b	ANEXO PASEO DE LOS CAMPEONES	20	5002250	2014-01-16 00:00:00	99.667	0.333	0	0	201.60
COLUMBUS	404	7	age404	AVENIDA PETAPA	19	5001288	2013-01-22 00:00:00	96.424	3.576	0	0	308.00
CLARO	405	7	age405	NOVICENTRO	29	8900476	2006-12-26 00:00:00	100	0	0	0	133.00
COLUMBUS	406	7	age406	VILLA DE GUADALUPE	24	5001269	2013-01-23 00:00:00	99.805	0.195	0	0	308.00
CLARO	407	7	age407	EL MUÑECON	23	8902133	2014-06-12 00:00:00	99.824	0.176	0	0	133.00
COLUMBUS	408	7	age408	CALZADA AGUILAR BATRES	29	5001178	2012-11-20 00:00:00	100	0	0	0	308.00
CLARO	409	7	age409	LOS PROCERES	24	8900546	2006-11-01 00:00:00	99.94	0.06	0	0	133.00
CLARO	410	7	age410	GEMINIS 10 NO. 2	24	8900428	2008-05-08 00:00:00	100	0	0	0	133.00
CLARO	411	7	age411	METAMERCADO SAN JUAN	20	8900557	2006-11-01 00:00:00	92.736	7.264	0	0	133.00
TIGO	412	7	age412	METATERMINAL DEL NORTE	1	13911	2006-11-01 00:00:00	98.347	1.653	0	0	504.00
CLARO	413	7	age413	SAN JOSE PINULA	24	8900499	2006-11-01 00:00:00	99.824	0.176	0	0	133.00
COLUMBUS	414	7	age414	ROOSEVELT 2	25	5001179	2012-11-21 00:00:00	74.789	25.211	0	0	308.00
CLARO	415	7	age415	15 AVENIDA ZONA 6	1	8900809	2010-12-01 00:00:00	99.965	0.035	0	0	133.00
TIGO	416	7	age416	PUERTA PARADA	24	13147	2006-11-01 00:00:00	99.516	0.484	0	0	190.40
CLARO	417	7	age417	SANTA FE	28	8900484	2006-12-20 00:00:00	100	0	0	0	133.00
TIGO	418	7	age418	CORPICO	34	88781	2012-07-24 00:00:00	99.622	0.378	0	0	190.40
CLARO	420	7	age420	CENMA 2	22	8900500	2006-11-01 00:00:00	99.103	0.897	0	0	133.00
CLARO	422	7	age422	ALPASA	19	8900486	2006-12-20 00:00:00	99.632	0.368	0	0	133.00
COLUMBUS	424	7	age424	VILLA NUEVA 2	22	5001268	2013-01-23 00:00:00	99.899	0.101	0	0	201.60
CLARO	425	7	age425	MALACATAN 5A AVENIDA	33	8900471	2006-11-01 00:00:00	98.388	1.612	0	0	133.00
CLARO	426	7	age426	HUEHUETENANGO TORRE	13	8900553	2006-11-01 00:00:00	99.567	0.433	0	0	133.00
CLARO	427	7	age427	ASUNCION MITA BARRIO EL CENTRO	5	8900554	2006-11-01 00:00:00	100	0	0	0	133.00
COLUMBUS	428	7	age428	SALAMA 5A AVENIDA	11	5001299	2013-01-24 00:00:00	99.541	0.459	0	0	526.40
TIGO	429	7	age429	COATEPEQUE 5A AVENIDA	33	13144	2006-11-01 00:00:00	98.971	1.029	0	0	190.40
COLUMBUS	430	7	age430	SANTA ELENA 4A CALLE	9	5001273	2013-01-23 00:00:00	94.129	5.871	0	0	526.40
CLARO	431	7	age431	POPTUN 7A AVENIDA	30	8900550	2006-11-01 00:00:00	98.965	1.035	0	0	133.00
CLARO	432	7	age432	MAZATENANGO 7A CALLE ZONA 2	16	8900914	2011-10-03 00:00:00	67.905	32.095	0	0	133.00
CLARO	433	7	age433	BARILLAS 2A AVENIDA	40	8900508	2006-11-01 00:00:00	99.502	0.498	0	0	133.00
CLARO	434	7	age434	LA MESILLA CARRETERA INTERAMERICANA	14	8900569	2008-01-18 00:00:00	97.009	2.991	0	0	133.00
TIGO	435	7	age435	IPALA 3A CALLE	6	13100	2008-07-10 00:00:00	99.17	0.83	0	0	190.40
CLARO	436	7	age436	TECUN UMAN 3A AVENIDA	33	8900551	2006-11-01 00:00:00	98.784	1.216	0	0	133.00
COLUMBUS	437	7	age437	CHIQUIMULA 8A. AVENIDA	6	5020236	2015-11-05 00:00:00	99.951	0.049	0	0	252.00
CLARO	438	7	age438	SOLOMA ZONA 1	40	8900509	2006-11-01 00:00:00	97.028	2.972	0	0	133.00
COLUMBUS	440	7	age440	ESCUINTLA 3A CALLE	3	5002269	2014-02-20 00:00:00	99.76	0.24	0	0	308.00
CLARO	441	7	age441	COLOMBA	33	8900467	2006-11-01 00:00:00	99.859	0.141	0	0	133.00
TIGO	442	7	age442	AUTOBANCO NEBAJ 2	12	13097	2008-07-14 00:00:00	98.38	1.62	0	0	190.40
CLARO	443	7	age443	SAN RAFAEL	1	8900541	2006-11-01 00:00:00	99.543	0.457	0	0	133.00
CLARO	444	7	age444	JACALTENANGO 2	40	8900470	2006-11-01 00:00:00	99.367	0.633	0	0	133.00
LOCAL	445	7	age445	AVENIDA REFORMA 9-30 ZONA 9	21		2007-05-29 00:00:00	100	0	0	0	0.00
CLARO	446	7	age446	FLORES COSTA CUCA	33	8900613	2008-09-05 00:00:00	96.938	3.062	0	0	133.00
CLARO	447	7	age447	LLANO LARGO	1	8900559	2007-11-05 00:00:00	99.858	0.142	0	0	133.00
CLARO	448	7	age448	EL QUETZAL	33	8901214	2012-09-03 00:00:00	97.924	2.076	0	0	133.00
CLARO	449	7	age449	SAN JOSE EL RODEO	15	8900802	2010-10-05 00:00:00	99.328	0.672	0	0	133.00
TIGO	450	7	age450	SAN CARLOS ALZATATE	5	71715	2015-01-16 00:00:00	98.778	1.222	0	0	190.40
TIGO	451	7	age451	RIO BLANCO	15	30038	2014-01-02 00:00:00	98.612	1.388	0	0	190.40
CLARO	452	7	age452	MERCADO SANTO TOMAS DE CASTILLA	8	8900564	2008-02-02 00:00:00	58.028	41.972	0	0	133.00
COLUMBUS	453	7	age453	C.C. PRADERA ZONA10	24	5001890	2013-06-29 00:00:00	95.225	4.775	0	0	201.60
TIGO	454	7	age454	SUZUKI LA CASTELLANA	28	16407	2007-10-29 00:00:00	99.968	0.032	0	0	190.40
CLARO	455	7	age455	MALACATANCITO HUEHUETENANGO	13	8900719	2009-10-13 00:00:00	99.517	0.483	0	0	133.00
CLARO	456	7	age456	ORGANISMO JUDICIAL MIXCO	20	8900840	2011-02-28 00:00:00	99.827	0.173	0	0	133.00
CLARO	457	7	age457	SIQUINALA	43	8901876	2012-09-11 00:00:00	99.172	0.828	0	0	133.00
CLARO	458	7	age458	AUTOBANCO TECULUTAN	41	8900770	2010-05-17 00:00:00	87.882	12.118	0	0	133.00
TIGO	459	7	age459	PATZICIA	2	17028	2007-12-06 00:00:00	99.607	0.393	0	0	190.40
COLUMBUS	460	7	age460	MONTERRICO	3	5021656	2016-10-03 00:00:00	98.971	1.029	0	0	252.00
COLUMBUS	461	7	age461	TAXISCO	3	5021647	2016-10-03 00:00:00	99.862	0.138	0	0	252.00
TIGO	462	7	age462	MERCADO LA ASUNCION	23	26604	2009-03-02 00:00:00	99.992	0.008	0	0	190.40
TIGO	463	7	age463	AUTOBANCO GUALAN	7	18546	2008-05-10 00:00:00	100	0	0	0	190.40
CLARO	464	7	age464	AUTOBANCO SAN JUAN SACATEPEQUEZ	20	8900656	2009-06-15 00:00:00	99.967	0.033	0	0	133.00
CLARO	465	7	age465	CHANMAGUA	44	8901215	2012-06-05 00:00:00	55.985	44.015	0	0	133.00
TIGO	466	7	age466	SALTAN	31	137	2017-12-05 00:00:00	98.499	1.501	0	0	80.00
CLARO	467	7	age467	SAN FRANCISCO PETEN	42	8900620	2008-10-28 00:00:00	99.119	0.881	0	0	133.00
TIGO	468	7	age468	LOS GIRASOLES PATZUN	2	61685	2013-09-25 00:00:00	98.975	1.025	0	0	190.40
CLARO	469	7	age469	ORGANISMO JUDICIAL ESCUINTLA	3	8900720	2009-11-12 00:00:00	100	0	0	0	133.00
CLARO	470	7	age470	NIMASAC	39	8900621	2008-09-10 00:00:00	99.605	0.395	0	0	133.00
CLARO	471	7	age471	POLOGUA	39	8901241	2012-03-26 00:00:00	98.983	1.017	0	0	133.00
TIGO	472	7	age472	ZUNIL	18	25591	2008-11-07 00:00:00	98.111	1.889	0	0	190.40
LOCAL	473	7	age473	DESPENSA ESQUIPULAS	44		2010-09-02 00:00:00	76.48	23.52	0	0	0.00
CLARO	474	7	age474	CENTRO COMERCIAL TIKAL	30	8900602	2008-09-08 00:00:00	99.841	0.159	0	0	133.00
CLARO	475	7	age475	LOS AMATES CENTRO	8	8900392	2011-03-21 00:00:00	99.775	0.225	0	0	133.00
CLARO	476	7	age476	AUTOBANCO ALDEA MARISCOS	8	8900849	2011-05-13 00:00:00	99.589	0.411	0	0	133.00
COLUMBUS	477	7	age477	AUTOBANCO LA RUIDOSA	8	5001294	2013-01-24 00:00:00	99.956	0.044	0	0	526.40
CLARO	478	7	age478	MERCADO LOS AMATES	8	8900587	2008-04-04 00:00:00	98.143	1.857	0	0	133.00
CLARO	482	7	age482	GRACIAS A DIOS	14	8900622	2013-10-14 00:00:00	99.851	0.149	0	0	133.00
CLARO	483	7	age483	SAN JUAN IXCOY	40	8901217	2012-06-18 00:00:00	99.514	0.486	0	0	133.00
CLARO	484	7	age484	SAN JOSE CHACAYA	17	8900724	2009-09-22 00:00:00	99.639	0.361	0	0	133.00
CLARO	485	7	age485	SAN JORGE ZACAPA	7	8900725	2009-12-03 00:00:00	99.994	0.006	0	0	133.00
TIGO	486	7	age486	MERCADO TRIGALES	18	25529	2008-09-24 00:00:00	97.478	2.522	0	0	190.40
CLARO	487	7	age487	CONCEPCION CHIQUIRICHAPA	18	8900726	2009-10-29 00:00:00	99.299	0.701	0	0	133.00
CLARO	488	7	age488	CHUARRANCHO	20	8901158	2012-01-17 00:00:00	94.958	5.042	0	0	133.00
TIGO	489	7	age489	AUTOBANCO SANARATE	41	23934	2008-08-08 00:00:00	98.15	1.85	0	0	190.40
CLARO	490	7	age490	EL MILAGRO	20	8900568	2008-02-16 00:00:00	99.143	0.857	0	0	133.00
TIGO	491	7	age491	AUTOBANCO PRADERA HUEHUETENANGO	13	90124	2008-09-01 00:00:00	99.293	0.707	0	0	190.40
TIGO	492	7	age492	AUTOBANCO PATULUL	43	17393	2008-04-02 00:00:00	97.061	2.939	0	0	190.40
COLUMBUS	493	7	age493	MERCADO VILLA NUEVA	22	5002268	2014-03-12 00:00:00	99.637	0.363	0	0	526.40
CLARO	494	7	age494	COMISARIATO MORALES	8	8900506	2007-04-16 00:00:00	99.682	0.318	0	0	133.00
TIGO	495	7	age495	OASIS EXPRESS CHIQUIMULA	6	6754	2006-11-17 00:00:00	99.785	0.215	0	0	190.40
CLARO	496	7	age496	CENTRAL DE MAYOREO ALMOLONGA	18	8900822	2010-11-26 00:00:00	96.468	3.532	0	0	133.00
COLUMBUS	497	7	age497	AUTOBANCO LAS CHAMPAS	41	5001845	2013-07-10 00:00:00	98.488	1.512	0	0	526.40
CLARO	498	7	age498	PARQUE JUTIAPA	4	8900513	2007-10-29 00:00:00	99.309	0.691	0	0	133.00
CLARO	500	7	age500	WAY ASUNCION MITA	5	8902392	2008-01-11 00:00:00	99.163	0.837	0	0	133.00
CLARO	503	7	age503	EL AMATILLO	6	8900905	2012-05-23 00:00:00	98.927	1.073	0	0	133.00
CLARO	504	7	age504	AUTOBANCO GASO JUTIAPA	4	8900627	2008-09-03 00:00:00	99.482	0.518	0	0	133.00
CLARO	505	7	age505	IGSS MONTUFAR	28	8900580	2008-01-17 00:00:00	99.961	0.039	0	0	133.00
COLUMBUS	506	7	age506	HORCONES 	5	5001667	2013-04-30 00:00:00	99.598	0.402	0	0	252.00
CLARO	507	7	age507	SAN RAFAEL LAS FLORES	32	8900727	2009-11-27 00:00:00	99.556	0.444	0	0	133.00
CLARO	509	7	age509	CC SANTA AMELIA	27	8900582	2008-06-25 00:00:00	99.515	0.485	0	0	133.00
CLARO	510	7	age510	SAN JOSE LA ARADA	6	8900728	2009-12-21 00:00:00	99.884	0.116	0	0	133.00
TIGO	511	7	age511	XELA CENTER	18	23938	2009-05-27 00:00:00	99.918	0.082	0	0	190.40
CLARO	512	7	age512	UNION CANTINIL	14	8901219	2012-05-25 00:00:00	98.064	1.936	0	0	133.00
TIGO	513	7	age513	SAN JERONIMO	11	23935	2008-09-08 00:00:00	99.58	0.42	0	0	190.40
COLUMBUS	514	7	age514	SUPERMERCADO LA CASITA	23	5001650	2014-02-26 00:00:00	100	0	0	0	201.60
CLARO	515	7	age515	UNIVERSITARIA JUTIAPA	4	8900645	2009-02-04 00:00:00	100	0	0	0	133.00
CLARO	517	7	age517	CHINIQUE	31	8901220	2012-04-25 00:00:00	98.958	1.042	0	0	133.00
CLARO	518	7	age518	MONTUFAR	20	8901157	2012-01-17 00:00:00	98.243	1.757	0	0	133.00
TIGO	519	7	age519	CC EL TRIANGULO	13	18160	2012-12-28 00:00:00	99.942	0.058	0	0	190.40
CLARO	520	7	age520	SAN JUAN ATITAN	13	8901169	2012-02-14 00:00:00	94.798	5.202	0	0	133.00
CLARO	521	7	age521	SANTIAGO CHIMALTENANGO	14	8901221	2012-07-16 00:00:00	97.564	2.436	0	0	133.00
CLARO	523	7	age523	GRAMEEN PANAJACHEL	17	8902064	2013-12-27 00:00:00	98.922	1.078	0	0	133.00
MUNI	524	7	age524	MINI MUNI GALERIAS PRIMA	25	610	2008-06-25 00:00:00	99.55	0.45	0	0	0.00
CLARO	525	7	age525	SAN MIGUEL CHICAJ	11	8900808	2010-11-18 00:00:00	99.537	0.463	0	0	133.00
TIGO	526	7	age526	SAN MIGUEL DUE?AS	35	2808	2008-05-14 00:00:00	99.61	0.39	0	0	190.40
CLARO	527	7	age527	AUTOBANCO CRUCE SAN LUIS 	30	8901323	2012-05-18 00:00:00	98.755	1.245	0	0	133.00
COLUMBUS	528	7	age528	LA CONCHA	32	5001668	2013-04-30 00:00:00	98.849	1.151	0	0	201.60
TIGO	529	7	age529	TAMAHU	11	71713	2015-01-20 00:00:00	98.91	1.09	0	0	190.40
COLUMBUS	530	7	age530	AUTOBANCO CHIMALTENANGO	2	5001295	2013-01-23 00:00:00	99.887	0.113	0	0	526.40
CLARO	531	7	age531	MULTIMAYOREO	25	8900585	2008-07-18 00:00:00	99.935	0.065	0	0	133.00
CLARO	532	7	age532	PRADERA LINDA VISTA	22	8900590	2008-06-13 00:00:00	99.936	0.064	0	0	133.00
TIGO	533	7	age533	AUTOBANCO PLAYA GRANDE	10	62567	2014-01-27 00:00:00	99.302	0.698	0	0	190.40
CLARO	534	7	age534	AUTOBANCO FRAY BARTOLOME DE LAS CASAS	30	8900641	2008-09-16 00:00:00	98.817	1.183	0	0	133.00
CLARO	535	7	age535	TIERRA BLANCA	10	8902332	2014-06-17 00:00:00	96.832	3.168	0	0	133.00
CLARO	536	7	age536	TRAPICHE	10	8900670	2009-06-02 00:00:00	98.655	1.345	0	0	133.00
CLARO	537	7	age537	GRAN KARMEL	34	8901982	2013-02-22 00:00:00	95.276	4.724	0	0	133.00
TIGO	538	7	age538	TERMINAL CHIQUIMULA	6	25514	2008-08-08 00:00:00	99.923	0.077	0	0	190.40
TIGO	539	7	age539	CHAMPERICO	34	23933	2008-07-18 00:00:00	98.569	1.431	0	0	190.40
CLARO	540	7	age540	CC LA DOCE	20	8902294	2015-03-30 00:00:00	99.656	0.344	0	0	133.00
TIGO	541	7	age541	PRADERA PALIN	35	18582	2008-11-19 00:00:00	99.198	0.802	0	0	190.40
CLARO	543	7	age543	MERCADO ANTIGUA GUATEMALA	35	8900600	2006-06-17 00:00:00	99.33	0.67	0	0	133.00
CLARO	545	7	age545	PRADERA CHIQUIMULA	6	8900871	2011-06-09 00:00:00	99.958	0.042	0	0	133.00
CLARO	546	7	age546	WAY ZONA 6 PARROQUIA 	1	8902393	2008-09-16 00:00:00	99.971	0.029	0	0	133.00
TIGO	548	7	age548	WAY SAN PEDRO SACATEPEQUEZ SAN MARCOS	15	23931	2008-07-31 00:00:00	98.678	1.322	0	0	190.40
TIGO	549	7	age549	WAY EL FRUTAL	19	23937	2008-07-30 00:00:00	99.015	0.985	0	0	190.40
CLARO	554	7	age554	HUITAN QUETZALTENANGO	39	8901223	2012-05-16 00:00:00	97.452	2.548	0	0	133.00
CLARO	555	7	age555	SAN ANTONIO AGUAS CALIENTES	35	8900730	2009-12-17 00:00:00	99.629	0.371	0	0	133.00
TIGO	556	7	age556	AUTOBANCO LAS AMERICAS XELA	18	25988	2008-11-26 00:00:00	98.873	1.127	0	0	190.40
CLARO	557	7	age557	MERCADO SANTA LUISA	1	8900771	2010-03-19 00:00:00	99.829	0.171	0	0	133.00
CLARO	558	7	age558	SAN MARTIN SACATEPEQUEZ	18	8901224	2012-08-28 00:00:00	93.04	6.96	0	0	133.00
TIGO	559	7	age559	AUTOBANCO LA ARENERA	5	26374	2008-12-06 00:00:00	100	0	0	0	190.40
CLARO	560	7	age560	SANTA APOLONIA	2	8900902	2009-12-21 00:00:00	99.51	0.49	0	0	133.00
TIGO	561	7	age561	AUTOBANCO SAN JOSE PINULA	24	25756	2008-10-24 00:00:00	98.037	1.963	0	0	190.40
TIGO	562	7	age562	AUTOBANCO ESCUINTLA	3	25476	2008-12-18 00:00:00	99.784	0.216	0	0	190.40
TIGO	563	7	age563	GRAMEEN SAN LUCAS TOLIMAN	17	23939	2008-08-08 00:00:00	99.116	0.884	0	0	190.40
TIGO	565	7	age565	GRAMEEN PATZICIA	2	23940	2008-08-21 00:00:00	98.696	1.304	0	0	190.40
TIGO	566	7	age566	GRAMEEN EL QUICHE	12	24894	2014-07-22 00:00:00	99.318	0.682	0	0	190.40
TIGO	567	7	age567	GRAMEEN TOTONICAPAN	39	25978	2008-12-26 00:00:00	97.322	2.678	0	0	190.40
CLARO	568	7	age568	AUTOBANCO CC METRO PLAZA RETALHULEU	34	8900626	2008-10-25 00:00:00	100	0	0	0	133.00
CLARO	569	7	age569	SANTO TOMAS LA UNION SUCHITEPEQUEZ	16	8900650	2009-01-12 00:00:00	98.867	1.133	0	0	133.00
TIGO	570	7	age570	SAN JOSE EL IDOLO	16	26835	2009-06-26 00:00:00	96.184	3.816	0	0	190.40
CLARO	571	7	age571	DIMACO PAJAPITA SAN MARCOS	33	8900624	2008-11-07 00:00:00	95.304	4.696	0	0	133.00
CLARO	572	7	age572	RENAP SANTA CATARINA PINULA	24	8900605	2008-09-08 00:00:00	98.296	1.704	0	0	133.00
TIGO	573	7	age573	SAN ISABEL CORP	22	25528	2008-11-18 00:00:00	97.543	2.457	0	0	190.40
CLARO	574	7	age574	SANTA MARIA DE JESUS	35	8900732	2009-12-16 00:00:00	100	0	0	0	133.00
CLARO	575	7	age575	COLOTENANGO	14	8901225	2014-07-30 00:00:00	93.321	6.679	0	0	133.00
CLARO	576	7	age576	TANQUE LA UNION ANTIGUA	35	8900028	2009-07-06 00:00:00	96.884	3.116	0	0	133.00
CLARO	577	7	age577	DGAC MUNDO MAYA PETEN	9	8900604	2008-08-13 00:00:00	99.328	0.672	0	0	133.00
CLARO	578	7	age578	AUTOBANCO JAGUAR AEROPUERTO MUNDO MAYA	9	8902383	2016-10-03 00:00:00	99.959	0.041	0	0	133.00
CLARO	580	7	age580	AUTOBANCO JAGUAR SAN BENITO	42	8900782	2010-05-24 00:00:00	99.04	0.96	0	0	133.00
CLARO	581	7	age581	EL ADELANTO	4	8902286	2015-04-14 00:00:00	98.644	1.356	0	0	133.00
CLARO	582	7	age582	AUTOBANCO El TEJAR	2	8900707	2009-08-07 00:00:00	99.973	0.027	0	0	133.00
TIGO	5820001	7	age582b	ANEXO AUTOBANCO EL TEJAR	2	43373	2011-03-26 00:00:00	99.722	0.278	0	0	190.40
CLARO	583	7	age583	AUTOBANCO JAGUAR POPTUN	30	8900644	2008-12-12 00:00:00	99.42	0.58	0	0	133.00
TIGO	586	7	age586	MEGA FRATER	29	25775	2008-09-30 00:00:00	99.734	0.266	0	0	190.40
TIGO	587	7	age587	USAC - FARMACIA Z 1	23	25990	2008-11-06 00:00:00	99.533	0.467	0	0	190.40
TIGO	588	7	age588	TACTIC SAN JACINTO	11	26051	2009-01-24 00:00:00	99.821	0.179	0	0	190.40
CLARO	589	7	age589	ALDEA LA ERMITA	44	8900733	2010-01-06 00:00:00	96.707	3.293	0	0	133.00
CLARO	590	7	age590	SUPER DEL BARRIO CARRETERA AL ATLANTICO	1	8900676	2009-09-07 00:00:00	99.881	0.119	0	0	133.00
CLARO	591	7	age591	LA MAQUINA 2	34	8901167	2012-03-26 00:00:00	98.927	1.073	0	0	133.00
CLARO	592	7	age592	ZUNILITO	16	8900743	2009-09-18 00:00:00	99.887	0.113	0	0	133.00
CLARO	593	7	age593	SAN FRANCISCO ZAPOTITLAN 	16	8901226	2012-07-17 00:00:00	99.238	0.762	0	0	133.00
CLARO	594	7	age594	CABALLO BLANCO	34	8902116	2014-06-24 00:00:00	99.438	0.562	0	0	133.00
CLARO	595	7	age595	CHINAUTLA	1	8900699	2009-09-03 00:00:00	99.925	0.075	0	0	133.00
CLARO	596	7	age596	MEGAMEDICA ZACAPA	7	8900762	2009-11-23 00:00:00	92.32	7.68	0	0	133.00
TIGO	597	7	age597	SANTA BARBARA	43	26791	2011-09-08 00:00:00	98.212	1.788	0	0	190.40
TIGO	598	7	age598	GRAMEEN CHIMALTENANGO	2	26272	2011-03-28 00:00:00	99.592	0.408	0	0	190.40
TIGO	600	7	age600	GRAMEEN JOYABAJ	31	26273	2012-09-12 00:00:00	96.176	3.824	0	0	190.40
CLARO	601	7	age601	AUTOBANCO ENTRE RIOS	8	8900850	2011-05-16 00:00:00	99.711	0.289	0	0	133.00
TIGO	603	7	age603	AUTOBANCO EL ENCINAL	25	26637	2008-12-12 00:00:00	99.807	0.193	0	0	190.40
TIGO	604	7	age604	AUTOBANCO SAN RAFAEL ZONA 18	1	26605	2009-02-26 00:00:00	100	0	0	0	190.40
TIGO	605	7	age605	EL PALMAR QUETZALTENANGO	34	63957	2014-01-03 00:00:00	91.486	8.514	0	0	190.40
TIGO	606	7	age606	SANTO DOMINGO	16	26832	2010-04-23 00:00:00	99.241	0.759	0	0	190.40
TIGO	607	7	age607	PASEO VILLA HERMOSA	19	26606	2009-05-11 00:00:00	99.812	0.188	0	0	190.40
TIGO	609	7	age609	EL ASINTAL	34	71710	2014-12-16 00:00:00	94.348	5.652	0	0	190.40
TIGO	610	7	age610	JUZGADO DE TURNO ESCUINTLA	3	26903	2008-12-16 00:00:00	99.536	0.464	0	0	190.40
TIGO	611	7	age611	RIO BRAVO	43	27838	2009-06-01 00:00:00	99.589	0.411	0	0	190.40
TIGO	612	7	age612	IGLESIA EL CALVARIO	28	31519	2010-01-14 00:00:00	98.485	1.515	0	0	190.40
CLARO	613	7	age613	COLONIA MAYA	1	8900772	2010-06-18 00:00:00	99.996	0.004	0	0	133.00
TIGO	616	7	age616	MINEDUC	28	27143	2009-01-26 00:00:00	100	0	0	0	190.40
TIGO	617	7	age617	SANTA LUCIA LA REFORMA	12	71708	2014-12-18 00:00:00	97.621	2.379	0	0	190.40
TIGO	618	7	age618	FRATER ROOSEVELT	25	27258	2014-06-26 00:00:00	100	0	0	0	190.40
TIGO	619	7	age619	VERBO EL NARANJO	20	27259	2009-02-16 00:00:00	100	0	0	0	190.40
TIGO	621	7	age621	LIGA NACIONAL CONTRA EL CANCER	28	27284	2009-11-02 00:00:00	99.969	0.031	0	0	190.40
CLARO	622	7	age622	UNIVERSIDAD PANAMERICANA	27	8900667	2009-06-01 00:00:00	99.873	0.127	0	0	133.00
COLUMBUS	623	7	age623	SANTA ANA PETEN	42	5001846	2013-06-27 00:00:00	99.006	0.994	0	0	526.40
TIGO	624	7	age624	C.C. PASEO LAS PALMAS RETALHULEU	34	49112	2009-06-26 00:00:00	100	0	0	0	190.40
TIGO	625	7	age625	GRAMEEN SAN MARCOS	15	27286	2009-11-05 00:00:00	95.499	4.501	0	0	190.40
TIGO	626	7	age626	MUNICIPALIDAD DE CHIQUIMULA	6	61683	2013-10-09 00:00:00	76.021	23.979	0	0	190.40
CLARO	629	7	age629	MERCADO NUEVA CONCEPCION	43	8902314	2016-01-28 00:00:00	73.899	26.101	0	0	133.00
TIGO	631	7	age631	MERCADO RETALHULEU	34	30685	2009-12-22 00:00:00	99.701	0.299	0	0	190.40
TIGO	632	7	age632	ZAPOTITLAN	4	71711	2014-12-19 00:00:00	97.093	2.907	0	0	190.40
TIGO	633	7	age633	PRADERA PUERTO BARRIOS	8	30552	2011-04-14 00:00:00	99.936	0.064	0	0	190.40
CLARO	634	7	age634	SUPERDICASA LA DEMOCRACIA	14	8900654	2009-05-23 00:00:00	99.559	0.441	0	0	133.00
CLARO	635	7	age635	SAN SEBASTIAN COATAN	40	8901324	2012-06-15 00:00:00	97.202	2.798	0	0	133.00
TIGO	636	7	age636	GRAMEEN SANTA LUCIA COTZUMALGUAPA	43	30717	2009-11-02 00:00:00	99.952	0.048	0	0	190.40
